id_registro,volumen_mb_sesion,frecuencia_dia,hora_predominante,duracion_seg,destino_externo,puerto_no_estandar,etiqueta
H0066,72.05406816126902,55.12677011029689,4.763994051254174,34.39338981411049,0,0,benigna
H0067,119.06403668394827,167.05551045963557,1.3704420036823262,9.367941720307027,1,1,maliciosa
H0068,477.1546273452706,66.9611802385908,3.813451687306703,16.248845163852586,1,0,maliciosa
H0069,289.50566088180153,119.69816093820928,23.0,13.400400932102805,1,1,maliciosa
H0070,77.74975201000592,182.93182993910494,1.8683930218988962,52.53979338100139,1,0,maliciosa
H0071,7.597892565066907,40.81810824153828,12.499835926981103,79.08215631490368,0,0,benigna
H0072,12.441874376865812,55.603480902019875,15.386082940019715,172.69834622704914,0,0,benigna
H0073,409.9078428866429,401.9157950778082,2.3202626743308743,25.306790266977988,0,1,maliciosa
H0074,47.46089164285894,466.51085229681195,3.5031854218669976,24.661622983088883,1,0,maliciosa
H0075,44.0307547344753,30.03067537361141,9.648337624566775,33.38330628454811,1,0,benigna
H0076,324.74035139214334,55.50686156754662,2.1181743537463706,31.61747183407513,1,0,maliciosa
H0077,27.80095008915145,95.62345161717064,14.238983232373592,93.2337247477568,0,0,benigna
H0078,71.93217141750043,37.203553713715294,12.352601655875366,132.50550252750233,0,0,benigna
H0079,20.567356048136503,52.614101134843054,13.501702848597176,167.404089123868,0,0,benigna
H0080,70.18282829428772,7.82851831322391,13.971006332144803,156.64290126208707,1,1,benigna
H0081,599.5496361359743,300.52342567808046,4.424014200983855,47.123495417395276,1,0,maliciosa
H0082,131.92243751604457,341.5492713519123,2.1235587420698128,51.04245097550126,1,0,maliciosa
H0083,60.01873713947372,87.58075127540495,18.08802517607025,84.07397171174135,0,0,benigna
H0084,173.97406244113654,444.5433037869733,20.969860728105203,32.23863027986932,1,1,maliciosa
H0085,197.69639930505878,173.10052084385794,3.010716495215016,5.630390967710593,1,1,maliciosa
H0086,40.14643965974493,54.76642179058858,7.464423533622078,111.68011249807752,0,0,benigna
H0087,44.72167725277227,48.33894765496906,15.540556885322518,137.404751763761,1,0,benigna
H0088,901.9542536095416,300.5451871339629,1.874672298226564,34.19769408623715,1,0,maliciosa
H0089,3.5972179327257123,101.04315625838836,11.444904150527599,18.5806726551359,1,0,benigna
H0090,368.18505350253815,99.32257260084131,0.23671103695654416,25.232030301180338,1,1,maliciosa
H0091,52.039484180742484,10.36647603580225,10.674528234817744,150.24099680393667,0,0,benigna
H0092,48.33397294337868,220.6115626904156,1.5324446118102921,45.28024841568784,1,0,maliciosa
H0093,69.8881478855682,20.493219162953764,13.277203918826746,110.5857923696872,0,0,benigna
H0094,70.22504092890392,65.91324086512833,13.25275994783824,192.24004102201351,1,0,benigna
H0095,205.62177289132322,333.4451872885141,3.495577221950174,9.53024905392786,1,1,maliciosa
H0096,501.2995246019083,160.10338228100682,3.5012701175909364,5.922492646706711,1,1,maliciosa
H0097,83.10344736608158,35.59247522090437,18.19199741474084,100.99492807637807,0,0,benigna
H0098,60.66720563644226,21.47460279409765,9.007322187085697,150.89290455837764,0,0,benigna
H0099,310.2250504923195,356.39505060044644,2.049874815111097,4.614200791937616,1,1,maliciosa
H0100,27.627016181969356,4.4711296491739105,11.646306416830178,62.575486888240555,0,0,benigna
H0101,42.05556516169168,119.07096943670778,13.956972944846687,32.18079300813623,0,0,benigna
H0102,60.27492420611649,80.55331171718389,11.010684538414669,104.45158556926164,0,0,benigna
H0103,62.883359751544816,70.7578600592367,13.762805472726443,177.0158836869648,0,0,benigna
H0104,61.60229898797235,53.229900204603915,9.910491950994047,85.31777127243194,1,0,benigna
H0105,19.29791397843297,134.76127665035352,4.739517055355781,29.071588995015446,0,0,benigna
H0106,472.4135421882671,82.80243144021182,22.520111004776812,16.68932480828034,1,0,maliciosa
H0107,74.08389554327732,41.861329015317075,13.95422478384572,72.34636083910326,0,0,benigna
H0108,45.79026296738315,28.120055638310205,14.476500378599543,16.614891367544885,0,0,benigna
H0109,211.70726902831447,59.50939799153397,4.391945597218564,13.718478052134865,0,1,maliciosa
H0110,16.831164215327938,23.26096625166555,11.851759447803591,156.65316398062782,1,0,benigna
H0111,29.59086773127975,56.048618093435415,3.8864510407644843,42.248774047710015,1,0,benigna
H0112,236.5462219808026,372.8558625868352,4.068417518497613,50.37809017437138,1,1,maliciosa
H0113,5.2228544057700645,78.059065272823,14.176731405671376,117.04083524739104,1,0,benigna
H0114,495.42537299277404,483.6972439595239,2.382731977635266,24.698620391114332,1,1,maliciosa
H0115,90.51145708716587,12.873843111956333,15.687599093896306,21.346591984415085,0,0,benigna
H0116,53.30657398068768,96.87384052894117,3.9392127280493963,43.527246019161666,0,0,benigna
H0117,248.37386169683825,228.6237156502384,3.2333818460709542,55.63518943620316,1,1,maliciosa
H0118,139.06364573441735,207.6515858995202,0.8313966822867648,19.429511162999837,1,1,maliciosa
H0119,60.773803976258506,63.28001472119379,19.341381401836543,156.3611316496094,0,0,benigna
H0120,70.70873482076902,84.53212513520722,8.152134641084496,119.94657973951944,1,0,benigna
H0121,38.29721743623509,51.9705904386987,13.893454494478902,103.93797880406947,0,0,benigna
H0122,26.0510268445987,136.67183308764908,13.795194272394404,39.670777569729225,0,0,benigna
H0123,47.817165052609646,75.42729697615141,12.124278832664103,19.279642814776267,0,0,benigna
H0124,50.44370818004817,65.34797723892336,15.381834943098664,41.504626609054164,0,0,benigna
H0125,338.68667664558177,553.920880763266,1.7332264046200327,59.72539918085994,1,1,maliciosa
H0126,31.55245703010911,94.34752344654892,9.869116200006696,182.53559733682297,0,0,benigna
H0127,39.23152986418665,29.583190109544276,9.97221200446573,91.43753331992764,1,0,benigna
H0128,28.533086323766394,147.41828590621316,7.593128217042353,188.9175135488273,1,0,benigna
H0129,66.9108599135819,88.60660905867337,9.103535162293106,18.574185979895006,0,0,benigna
H0130,487.1093772829057,320.90610880492966,2.914287919492098,20.561849226896413,1,1,maliciosa
H0131,395.8017682530067,293.49880080295134,21.25432058827563,16.907042311419485,1,1,maliciosa
H0132,613.6515047378846,154.02156968008887,2.7130204266854654,52.91390934697601,1,0,maliciosa
H0133,39.7669593966171,30.701861030214673,7.0081639812698615,77.02267302746225,1,0,benigna
H0134,51.20787769105802,88.84815856219194,11.756014454974208,28.181472142391286,0,0,benigna
H0135,269.34538569483095,49.84821540484435,2.224857546470131,22.816346774246618,1,1,maliciosa
H0136,11.078453862648004,81.83128929386243,12.247775964364848,259.10309535223587,1,0,benigna
H0137,415.39579529639815,423.6386687476232,2.43648525819178,61.99025108521354,1,1,maliciosa
H0138,41.55527815035226,31.57806721884031,13.36036638076591,140.30909125184573,1,0,benigna
H0139,221.29929162844667,247.9083073404504,3.939761757410637,51.82563117711149,1,1,maliciosa
H0140,72.0545531414016,85.80586267552319,7.696228321546984,193.44213874895752,0,0,benigna
H0141,439.5382193434988,18.41717251464945,0.9934906961030692,46.13127497940003,1,0,maliciosa
H0142,50.761728541119844,75.92012007891272,11.92037516313248,65.62428675426331,1,0,benigna
H0143,357.867621256117,14.733005069585431,22.156436395261245,39.54165762924551,1,1,maliciosa
H0144,408.6398153566643,66.87354673766376,1.5766282767431625,20.481217429540912,1,1,maliciosa
H0145,37.36838041892386,27.79101144362253,15.50219321259864,55.223777824335194,0,0,benigna
H0146,54.51053064216774,31.87040676583556,11.881962370474392,48.054216171694435,1,0,benigna
H0147,16.740828547835456,81.45163732467512,15.586053079171618,103.45690720374095,0,0,benigna
H0148,6.64019815009258,44.47952798794284,18.440074021475127,22.42873856985345,0,0,benigna
H0149,642.193102311591,299.0085032056651,0.0,31.445072899356017,0,0,maliciosa
H0150,100.28305896712612,284.7915303772377,23.0,19.379648477698474,1,1,maliciosa
H0151,54.093355493435915,66.7969788627781,9.98944069902602,10.988355842188213,0,0,benigna
H0152,404.29725651987025,96.16661709020127,0.34022283760348704,22.392707126449505,1,1,maliciosa
H0153,32.53020803678443,91.80789375739838,13.261988275303015,135.24066648697044,1,0,benigna
H0154,107.27954222552546,378.3109522762901,3.9174662512909815,58.316691219859344,1,1,maliciosa
H0155,76.09083408277468,31.199451002231086,11.719182659653953,146.13632272543018,0,0,benigna
H0156,59.732113979816916,162.5212658136602,22.75950678505229,21.037148882792074,1,1,maliciosa
H0157,294.9254771764537,73.0952425808727,3.736379528117043,10.557653936322097,1,0,maliciosa
H0158,25.72202748780036,42.84781788167268,12.592264420684565,202.2436430285688,1,0,benigna
H0159,22.210372882427805,45.98897455481828,11.510537384523566,31.375194681274095,0,0,benigna
H0160,110.15425800642888,43.924816147603394,1.9255910827967224,37.23447256590948,1,1,maliciosa
H0161,78.6532578930081,119.12816549096054,10.868080585662318,79.77655728293662,0,0,benigna
H0162,465.39486859994753,72.8643439493793,22.842574927433624,16.07461434173794,1,1,maliciosa
H0163,236.0348410541983,17.058923211879176,0.7329996039907526,40.76956876400608,1,1,maliciosa
H0164,122.25986185635702,279.6992193954877,2.698133922096083,53.481666830835124,1,1,maliciosa
H0165,99.36525856411197,72.3511989273339,8.835208275460763,75.68173140342664,0,0,benigna
H0166,278.21678525449465,202.64186260765587,0.43091839562363554,22.446571109233663,1,0,maliciosa
H0167,83.88826708757244,107.1162390782361,16.15205297354315,92.59633989933275,0,0,benigna
H0168,56.81086786917277,43.40389421503809,8.923507940755137,141.3342074448563,0,0,benigna
H0169,26.703539558432222,55.317911449240114,9.638022794330226,183.36304428400473,0,0,benigna
H0170,197.81900208081606,225.9618475847613,3.6023825231308844,8.834043115192003,0,0,maliciosa
H0171,101.77060631438712,5.460579098155911,17.835307069935517,33.47871072857004,0,0,benigna
H0172,37.03522811477638,103.97661119586203,16.988502847770803,72.52670616838184,0,0,benigna
H0173,9.854019474023211,51.346682720624834,10.189465602708339,120.09147870373955,0,0,benigna
H0174,40.496156093895195,160.94662215607855,23.0,26.94952966384781,0,1,maliciosa
H0175,41.559107390394715,15.379602040336238,14.625497693137191,158.1842976504379,1,0,benigna
H0176,654.0889764835506,219.51749782710007,0.382923442976393,10.212146421343892,1,1,maliciosa
H0177,98.39438650590385,80.58022096203972,12.400462801747185,19.143658008677306,1,0,benigna
H0178,62.99337469706329,77.36605646694117,14.912278575244233,105.13743042089999,0,0,benigna
H0179,36.544710295437575,104.51809421949895,12.515339986448037,108.19080179072523,1,0,benigna
H0180,33.45134254065076,166.17248491161013,9.340033166846142,127.14772457686574,1,0,benigna
H0181,65.95360652763003,11.95993284744911,8.260935557012868,88.86991896455746,0,0,benigna
H0182,66.48191528194019,89.39315091420511,10.509788221171991,145.79027663368538,0,0,benigna
H0183,53.83457828399975,36.79853122613662,9.95443211799275,29.6906074527204,0,0,benigna
H0184,64.22208245491174,101.8387056980821,16.621154636925382,178.2196302222125,1,0,benigna
H0185,540.2668599575583,119.84141368659618,5.4889888722253035,29.06804495577801,1,1,maliciosa
H0186,392.5035864221976,265.29838122581685,1.084363768910524,16.114238961151038,0,1,maliciosa
H0187,67.92912925195591,98.74624769856459,8.995307674485774,113.7421269022929,0,0,benigna
H0188,36.592009673063146,73.29086664569986,7.649735483115338,176.26393404903058,0,0,benigna
H0189,338.4611107775074,740.3808664959341,22.78434594733141,22.383329209219156,1,1,maliciosa
H0190,63.29768183808814,123.09585096925063,7.198327990261582,133.32848163009012,0,0,benigna
H0191,177.61640396981426,152.55117895673598,2.976953818945584,37.52351626586422,1,1,maliciosa
H0192,21.35600973237446,57.56005885080321,11.281490582616732,42.27286958390821,1,0,benigna
H0193,267.03238408553966,142.25032786530957,2.5676650577889104,22.157635746297746,1,1,maliciosa
H0194,183.69859470709943,238.32982331509064,5.312331805572929,76.72534442854217,1,1,maliciosa
H0195,647.8890597482305,173.8926319783814,2.0015145622290227,39.48860297643827,1,0,maliciosa
H0196,113.61436934848385,145.26420192885377,23.0,30.173068277866285,1,0,maliciosa
H0197,3.958157389484974,78.73572091377979,8.003973900068681,124.33092315860252,1,0,benigna
H0198,46.82255717847302,59.084285165236714,12.214409187837871,73.39807840106509,0,0,benigna
H0199,85.93398774088774,4.57468765182368,16.957423916666066,64.87004859903355,1,0,benigna
H0200,83.90832666954788,62.25731383561828,5.411251352298823,86.5211778799506,1,0,benigna
H0201,0.5029577149001909,86.67853123975665,13.875707834086608,11.887923310658081,1,1,benigna
H0202,99.89617063099946,60.602311883715544,14.143294773417445,86.23278706778181,1,0,benigna
H0203,29.948650599606744,90.24098874582333,13.661997952261805,92.83740920876036,1,0,benigna
H0204,33.23594700271678,90.89990709618813,11.889825597971779,226.79818653965202,1,0,benigna
H0205,76.94891927510841,125.7643634518081,14.216092596364998,37.43634626710716,1,0,benigna
H0206,405.38434775605606,332.2458539659477,23.0,47.64697013280248,1,0,maliciosa
H0207,45.681415334639176,14.273631668365525,13.59290781821658,134.328916266097,0,0,benigna
H0208,46.91910220707802,93.6047289192663,13.618298457412347,131.56530507019326,0,1,benigna
H0209,13.772396518576272,115.7304141415861,15.282524404560862,13.935592855014619,1,0,benigna
H0210,87.2385394287491,31.248900261431945,12.720275674641394,87.01687493854826,0,0,benigna
H0211,61.84765030182767,21.880034560389703,9.586442800155742,142.58395606628005,0,0,benigna
H0212,27.908768265303483,53.212004426957385,13.290605792800704,109.75225654584263,1,0,benigna
H0213,40.03395033865917,16.001901856602473,1.2183162664028067,57.223665466869186,1,0,maliciosa
H0214,884.6658727057833,128.3782719300903,23.0,23.552884123929932,1,0,maliciosa
H0215,2.8567203911100023,68.36577095231137,15.58358664934245,6.720563049283797,0,0,benigna
H0216,3.8263577495912386,329.1314237927365,4.541912173744402,43.29477036857379,1,1,maliciosa
H0217,14.281427718680561,4.992183760148478,11.522683349786117,38.764611276612506,0,0,benigna
H0218,744.442891454593,224.96759462368595,0.46217452581016705,12.674416315888518,0,1,maliciosa
H0219,20.661609182020484,4.887935812847417,9.810947744864173,84.99590478736692,0,0,benigna
H0220,144.52010628210195,373.8428420897327,1.3622826441488622,35.93576475210488,0,1,maliciosa
H0221,379.7537850899274,351.6528730272528,1.0879913438068418,54.88743024333523,0,1,maliciosa
H0222,749.0556838196906,303.0854022157402,23.0,49.814010106935356,1,1,maliciosa
H0223,44.81489670400166,54.485484794052766,8.062624670353202,118.87393229638288,0,0,benigna
H0224,53.116341490395094,75.79732941320115,11.384243980117432,127.11291475066295,0,0,benigna
H0225,19.13007099339115,52.57570948753225,7.548050241267232,18.09499009270769,0,0,benigna
H0226,5.065050288823748,54.02720924170361,10.9728030485404,155.24025532523405,1,0,benigna
H0227,33.80117874735139,131.66983967405855,11.070438214145192,95.83577740702853,0,0,benigna
H0228,210.9681687901027,176.22583431016724,2.372328163422141,12.565469603866388,1,0,maliciosa
H0229,36.91759603469964,88.30815114633981,9.464198682309458,15.955907170025128,0,0,benigna
H0230,258.8141950355749,269.8780604853756,23.0,37.83547384404717,1,0,maliciosa
H0231,613.1037629123568,277.2050393658612,2.0424505017233825,46.20964958762293,1,1,maliciosa
H0232,433.7486681447732,95.73777535888091,3.217628030712583,21.628719105965494,1,1,maliciosa
H0233,8.279827462189715,139.1746230186613,15.80827393547813,98.64014286156466,0,0,benigna
H0234,18.500009213202404,99.51216440025749,15.817110693843983,7.396434162842652,0,0,benigna
H0235,70.65645893122048,109.74625710108418,12.376992520021044,69.64725483749672,1,0,benigna
H0236,43.75089080912278,341.4676988391658,4.327436355564621,44.42292307707294,1,1,maliciosa
H0237,94.28553605965035,491.95216534086967,5.001696787307368,13.48297005202923,1,1,maliciosa
H0238,709.4032060074767,49.571682593372174,1.445506319299432,52.07288807165646,1,1,maliciosa
H0239,738.6633563096057,179.8293737599952,3.0046001922158485,3.8025820977713316,0,1,maliciosa
H0240,41.471562160078065,16.38137061610395,16.526211799564493,142.93480139999627,0,0,benigna
H0241,624.7409521161751,314.179174709323,0.7981903875605088,19.07552329888309,1,0,maliciosa
H0242,453.74102881240543,132.809227394577,21.533514513997797,26.36586153624173,1,1,maliciosa
H0243,13.05497426679294,98.49407691444188,5.752799115509854,50.59959671510884,0,0,benigna
H0244,45.03122596914261,67.31907508035667,12.733733063601662,39.24342770808869,0,0,benigna
H0245,37.66808758860388,68.38610426342726,5.947411406239988,46.499543929108974,0,1,benigna
H0246,13.864304925431043,31.40210321115062,11.805649132971155,95.1944258087386,0,0,benigna
H0247,34.337502478094876,96.85420677211832,10.17253422831201,46.23864115223054,0,0,benigna
H0248,35.31215486215625,54.54460486474776,11.99253219947545,68.6000873067911,1,1,benigna
H0249,218.34146359806482,135.4949171375872,21.999954039615634,33.616550565803,1,1,maliciosa
H0250,89.69657028379561,454.0791616043385,1.941258161967836,27.6954889350145,1,0,maliciosa
H0251,4.5381976563578235,26.055825367399777,10.856065923572604,137.4478186265925,0,0,benigna
H0252,27.051483579506986,9.041044900480834,14.050089284177108,164.03264875262943,0,0,benigna
H0253,15.210169419500634,101.28917017167562,5.933296290655891,133.54411235770323,0,0,benigna
H0254,72.47895138612606,131.145226060426,4.385582370120721,21.238075995285335,1,1,maliciosa
H0255,132.6948903771118,218.20493365271005,2.6861528736656757,33.22286376973591,1,1,maliciosa
H0256,8.040005120567777,10.357578229429684,11.826374150108787,13.023842673510472,0,0,benigna
H0257,24.58805682052155,89.592647510372,12.623653466438366,152.63702440367456,0,0,benigna
H0258,365.47752529089513,268.4107313577391,22.94716452747726,37.50410573813067,1,1,maliciosa
H0259,288.67282506046894,29.24673513780732,5.883722359338149,26.905309374060757,0,0,maliciosa
H0260,30.821537177818485,38.341803377735076,16.204202598547848,83.55457158354265,1,0,benigna
H0261,713.3754563480636,205.96839104205307,21.391738895118817,14.812357146099124,1,1,maliciosa
H0262,384.95229871388403,404.55805228582904,2.0863388127284415,17.88625845372432,0,1,maliciosa
H0263,477.49277692770596,108.92729861387797,4.317888573465772,4.655170061137543,1,1,maliciosa
H0264,23.492565018888357,80.78198069032028,9.511372701558045,5.776901067712444,0,0,benigna
H0265,17.896703083016565,90.54361105293474,10.523834488443196,155.60068548214218,0,0,benigna
H0266,418.8419518715865,203.7016186293513,1.047300807874213,29.807532366669495,1,0,maliciosa
H0267,449.45672127585175,271.52994312328696,3.537860388277224,58.75609880658832,1,1,maliciosa
H0268,27.393384847417263,116.9637347195691,12.832026108100843,181.47323037290187,0,1,benigna
H0269,582.4719198187823,51.99181212163592,2.588402557552766,11.75515391273975,1,1,maliciosa
H0270,16.145716239556016,15.204763659522982,9.878446507632162,53.633509016320176,1,0,benigna
H0271,77.00197499389668,147.56063587825156,0.957094028918362,19.9837199698658,0,0,maliciosa
H0272,340.8951019407168,339.4459191858847,1.3771086985095633,46.04788194462298,1,0,maliciosa
H0273,249.71170972932455,232.6564463669174,3.2813677419984164,11.114384930217893,1,1,maliciosa
H0274,44.75995680512592,51.03294299306644,16.179686663687892,93.74758985274492,0,0,benigna
H0275,232.16579959099656,39.64982887861461,3.2016263615853546,31.35434750876194,1,1,maliciosa
H0276,78.42921678170859,58.33099383436532,13.569967879164667,146.494813114825,1,0,benigna
H0277,73.33456432937774,87.72030430307179,6.457628658764397,55.807365657961874,1,0,benigna
H0278,220.93599638933046,355.5272677164195,0.0,29.665438611917764,1,0,maliciosa
H0279,19.05457389073481,116.35398108114745,14.475884832087129,127.44239938779312,1,0,benigna
H0280,307.9956514556832,36.37234204478517,4.58577793764338,5.183935149921751,1,0,maliciosa
H0281,58.54563488302868,73.69092488229353,8.601315148371796,96.17318649642503,0,0,benigna
H0282,23.959963557204677,70.08676683908986,14.504626914651622,107.92411684078517,0,0,benigna
H0283,14.747669134873952,27.079133731111327,9.927684634114524,129.32646104530414,0,0,benigna
H0284,77.80183795171038,40.27931613625806,10.395986104250387,148.7560681150029,0,0,benigna
H0285,412.8742336428053,147.60461602144505,21.54813235666123,67.70187411037608,0,1,maliciosa
H0286,374.0894686978594,237.0015533634481,23.0,38.34115146160228,1,0,maliciosa
H0287,34.845823794509435,108.82006272553512,14.256314467317994,139.02004302923925,1,0,benigna
H0288,88.15352303805022,515.8076119099455,3.615464137800096,12.115943598110258,1,1,maliciosa
H0289,60.39684963311464,22.998646443748356,8.509234148812922,71.77449358151283,1,0,benigna
H0290,87.60834898645277,398.39993184711346,1.8626781568821036,25.21072345407802,1,0,maliciosa
H0291,63.94223286062885,40.188743926018766,10.629007735473891,127.05952264521346,0,0,benigna
H0292,232.360678989475,272.16143591373634,23.0,47.36120457332285,1,1,maliciosa
H0293,0.061826818393541316,92.55753007723033,9.861886905192007,90.86365956357491,0,0,benigna
H0294,48.92331973887973,58.97957980564549,9.122383982334696,121.82210893216597,0,0,benigna
H0295,42.42813336972426,46.56502821193864,11.96899144241274,19.67246699120699,0,0,benigna
H0296,39.32541078739939,75.77540829560166,11.557183077229492,59.88045320303439,0,0,benigna
H0297,49.929831158352926,26.892333893048104,9.131042042041594,194.2062706637466,0,0,benigna
H0298,352.9510530422175,177.40823369187666,22.91193955045257,70.73635149746752,1,0,maliciosa
H0299,28.946567063931788,118.21695614704836,12.630098916460087,93.9860017158618,1,0,benigna
H0300,86.1432601338968,107.48081020684623,12.887062043000578,166.3981143089623,1,0,benigna
H0301,564.9873233175992,331.6794639467249,23.0,12.859475618005055,1,1,maliciosa
H0302,16.219728320377577,20.63147432912178,9.968401976438685,224.20981417183543,0,0,benigna
H0303,4.9179318381960115,292.876802014906,4.51973955920408,21.27480509300018,1,1,maliciosa
H0304,91.63660285340617,64.36990337873647,12.294830126712545,15.510421547815412,0,0,benigna
H0305,211.9753121464242,112.89051938658949,1.1806679957114306,4.69822709139865,1,1,maliciosa
H0306,466.36223130298595,478.75645814810264,3.5805622413394045,24.3109109072181,0,1,maliciosa
H0307,46.284018940452974,50.10649544324466,17.0512044024838,106.52057306800472,0,0,benigna
H0308,83.1373096013262,33.04939626997385,10.953632373655479,141.43697627793142,0,0,benigna
H0309,32.2843543258125,238.57442088058792,4.142408669151368,10.68300705865726,1,1,maliciosa
H0310,39.376242769795745,18.69405351551285,10.734722373489353,24.87632055472109,0,0,benigna
